rb1605,20160115,21:03:19,500,1757,1757,1370,1756,3195,2.86225e+006
rb1605,20160115,21:03:20,0,1757,1757,1964,1756,3183,2.86226e+006
rb1605,20160115,21:03:20,500,1757,1757,1975,1756,3184,2.86226e+006
rb1605,20160115,21:03:21,0,1757,1757,1917,1756,3314,2.8622e+006
rb1605,20160115,21:03:21,500,1757,1757,1907,1756,3324,2.8622e+006
rb1605,20160115,21:03:22,0,1756,1757,1902,1756,3309,2.86218e+006
rb1605,20160115,21:03:22,500,1757,1757,1895,1756,3309,2.86217e+006
rb1605,20160115,21:03:23,0,1757,1757,1894,1756,3320,2.86217e+006
rb1605,20160115,21:03:23,500,1756,1757,1884,1756,2822,2.86186e+006
rb1605,20160115,21:03:24,0,1756,1757,1892,1756,2374,2.86177e+006
rb1605,20160115,21:03:24,500,1757,1757,1887,1756,1824,2.86169e+006
rb1605,20160115,21:03:25,0,1756,1757,1888,1756,1750,2.86168e+006
rb1605,20160115,21:03:25,500,1756,1757,1888,1756,2315,2.86168e+006
rb1605,20160115,21:03:26,0,1756,1757,1919,1756,2319,2.86169e+006
rb1605,20160115,21:03:26,500,1756,1757,1969,1756,2316,2.86169e+006
rb1605,20160115,21:03:27,0,1756,1757,1971,1756,2320,2.86169e+006
rb1605,20160115,21:03:27,500,1756,1757,2008,1756,813,2.86102e+006
rb1605,20160115,21:03:28,0,1756,1756,3853,1755,4016,2.86182e+006
rb1605,20160115,21:03:28,500,1756,1756,3997,1755,3472,2.86182e+006
rb1605,20160115,21:03:29,0,1756,1756,3779,1755,3484,2.86183e+006
rb1605,20160115,21:03:29,500,1756,1756,3799,1755,3366,2.86191e+006
rb1605,20160115,21:03:30,0,1756,1756,3799,1755,3368,2.86191e+006
rb1605,20160115,21:03:55,500,1755,1755,1149,1754,4946,2.86172e+006
rb1605,20160115,21:03:56,0,1754,1755,1160,1754,4933,2.8618e+006
rb1605,20160115,21:03:56,500,1754,1755,1164,1754,4908,2.86186e+006
rb1605,20160115,21:03:57,0,1754,1755,1148,1754,4898,2.8619e+006
rb1605,20160115,21:03:57,500,1754,1755,1134,1754,4880,2.86194e+006
rb1605,20160115,21:04:27,500,1756,1756,2390,1755,3386,2.86486e+006
rb1605,20160115,21:04:28,0,1756,1756,2391,1755,3742,2.86486e+006
rb1605,20160115,21:04:28,500,1755,1756,2442,1755,3743,2.86486e+006
rb1605,20160115,21:04:29,0,1756,1756,2392,1755,3745,2.86484e+006
rb1605,20160115,21:04:29,500,1756,1756,2335,1755,3747,2.86496e+006
rb1605,20160115,21:04:30,0,1755,1756,2328,1755,3648,2.86487e+006
rb1605,20160115,21:04:30,500,1755,1756,2323,1755,3647,2.86487e+006
rb1605,20160115,21:04:31,0,1755,1756,2323,1755,3667,2.86487e+006
rb1605,20160115,21:06:42,500,1757,1757,3308,1756,3023,2.86713e+006
rb1605,20160115,21:06:43,0,1757,1757,3308,1756,3022,2.86714e+006
rb1605,20160115,21:06:43,500,1756,1757,3312,1756,3027,2.86714e+006
rb1605,20160115,21:06:44,0,1757,1757,3292,1756,3029,2.86717e+006
rb1605,20160115,21:06:44,500,1756,1757,3294,1756,3022,2.86719e+006
rb1605,20160115,21:06:45,0,1756,1757,3295,1756,3021,2.86719e+006
rb1605,20160115,21:06:45,500,1756,1757,3298,1756,3030,2.86719e+006
rb1605,20160115,21:06:46,0,1756,1757,3298,1756,3030,2.86719e+006
rb1605,20160115,21:06:46,500,1756,1757,3301,1756,3030,2.86719e+006
rb1605,20160115,21:06:47,0,1756,1757,3300,1756,2980,2.86729e+006
rb1605,20160115,21:06:47,500,1756,1757,3315,1756,2978,2.8673e+006
rb1605,20160115,21:06:48,0,1756,1757,3305,1756,2982,2.8673e+006
rb1605,20160115,21:06:48,500,1756,1757,3321,1756,3033,2.8673e+006
rb1605,20160115,21:06:49,0,1757,1757,3210,1756,3118,2.86715e+006
rb1605,20160115,21:06:49,500,1757,1757,3221,1756,3118,2.86716e+006
rb1605,20160115,21:06:50,0,1757,1757,3221,1756,3118,2.86716e+006
rb1605,20160115,21:06:50,500,1757,1757,3215,1756,3117,2.86716e+006
rb1605,20160115,21:06:51,0,1756,1757,3210,1756,3121,2.86716e+006
rb1605,20160115,21:06:51,500,1756,1757,3208,1756,3086,2.86719e+006
rb1605,20160115,21:06:52,0,1756,1757,3189,1756,3087,2.86719e+006
rb1605,20160115,21:06:52,500,1757,1757,3183,1756,3140,2.86722e+006
rb1605,20160115,21:06:53,0,1756,1757,3183,1756,3238,2.86722e+006
rb1605,20160115,21:06:53,500,1757,1757,3188,1756,3245,2.86722e+006
rb1605,20160115,21:06:54,0,1756,1757,3198,1756,3246,2.86723e+006
rb1605,20160115,21:06:54,500,1757,1757,3186,1756,3246,2.86722e+006
rb1605,20160115,21:06:55,0,1757,1757,3288,1756,3455,2.86722e+006
rb1605,20160115,21:06:55,500,1757,1757,3288,1756,3460,2.86722e+006
rb1605,20160115,21:06:56,0,1756,1757,3198,1756,3459,2.86703e+006
rb1605,20160115,21:06:56,500,1756,1757,3199,1756,3458,2.86703e+006
rb1605,20160115,21:06:57,0,1757,1757,3179,1756,3464,2.86703e+006
rb1605,20160115,21:06:57,500,1757,1757,3112,1756,3464,2.86705e+006
rb1605,20160115,21:06:58,0,1757,1757,3543,1756,3465,2.86705e+006
rb1605,20160115,21:06:58,500,1757,1757,3544,1756,3465,2.86705e+006
rb1605,20160115,21:06:59,0,1756,1757,3596,1756,3464,2.86705e+006
rb1605,20160115,21:06:59,500,1756,1757,3596,1756,3464,2.86705e+006
rb1605,20160115,21:07:00,0,1757,1757,3585,1756,3474,2.86705e+006
rb1605,20160115,21:07:00,500,1757,1757,3583,1756,3481,2.86706e+006
rb1605,20160115,21:07:01,0,1757,1757,3593,1756,3486,2.86706e+006
rb1605,20160115,21:07:01,500,1757,1757,3593,1756,3487,2.86706e+006
rb1605,20160115,21:07:02,0,1757,1757,3513,1756,3482,2.86691e+006
rb1605,20160115,21:07:02,500,1757,1757,3515,1756,3501,2.8669e+006
rb1605,20160115,21:07:03,0,1757,1757,3495,1756,3502,2.8669e+006
rb1605,20160115,21:07:03,500,1756,1757,3496,1756,3452,2.86689e+006
rb1605,20160115,21:07:04,0,1756,1757,3500,1756,3354,2.86689e+006
rb1605,20160115,21:07:04,500,1757,1757,3499,1756,3356,2.86689e+006
rb1605,20160115,21:07:05,0,1757,1757,3499,1756,3378,2.86689e+006
rb1605,20160115,21:07:05,500,1756,1757,3501,1756,3405,2.86689e+006
rb1605,20160115,21:07:06,0,1756,1757,3299,1756,3414,2.86696e+006
rb1605,20160115,21:07:06,500,1757,1757,3298,1756,3425,2.86696e+006
rb1605,20160115,21:07:07,0,1757,1757,3293,1756,3428,2.86695e+006
rb1605,20160115,21:07:07,500,1757,1757,3300,1756,3453,2.86695e+006
rb1605,20160115,21:07:08,0,1757,1757,3300,1756,3458,2.86695e+006
rb1605,20160115,21:07:08,500,1757,1757,3281,1756,3458,2.86695e+006
rb1605,20160115,21:07:09,0,1757,1757,3285,1756,3495,2.86695e+006
rb1605,20160115,21:07:09,500,1756,1757,3286,1756,3468,2.86701e+006
rb1605,20160115,21:07:10,0,1756,1757,3289,1756,3467,2.86701e+006
rb1605,20160115,21:07:10,500,1756,1757,3289,1756,3468,2.86701e+006
rb1605,20160115,21:07:11,0,1756,1757,3285,1756,3268,2.86704e+006
rb1605,20160115,21:07:11,500,1756,1757,3285,1756,3269,2.86704e+006
rb1605,20160115,21:07:12,0,1756,1757,2316,1756,3199,2.86801e+006
rb1605,20160115,21:07:12,500,1757,1757,2032,1756,3198,2.86829e+006
rb1605,20160115,21:07:13,0,1757,1757,1628,1756,3173,2.86865e+006
rb1605,20160115,21:07:13,500,1757,1758,5121,1757,391,2.87033e+006
rb1605,20160115,21:07:14,0,1758,1758,5060,1757,962,2.87027e+006
rb1605,20160115,21:07:14,500,1758,1758,5058,1757,914,2.87007e+006
rb1605,20160115,21:07:15,0,1757,1758,5030,1757,859,2.86996e+006
rb1605,20160115,21:07:15,500,1758,1758,5187,1757,1210,2.86992e+006
rb1605,20160115,21:07:16,0,1757,1758,5217,1757,1236,2.86992e+006
rb1605,20160115,21:07:19,0,1758,1758,5128,1757,1893,2.86932e+006
rb1605,20160115,21:07:19,500,1758,1758,5129,1757,1949,2.86932e+006
rb1605,20160115,21:07:20,0,1757,1758,4915,1757,1956,2.8695e+006
rb1605,20160115,21:07:20,500,1757,1758,4914,1757,1952,2.8695e+006
rb1605,20160115,21:07:21,0,1757,1758,4733,1757,1955,2.86951e+006
rb1605,20160115,21:07:21,500,1757,1758,4728,1757,1937,2.86951e+006
rb1605,20160115,21:07:22,0,1758,1758,4828,1757,1943,2.86951e+006
rb1605,20160115,21:07:22,500,1757,1758,4829,1757,1648,2.86951e+006
rb1605,20160115,21:07:23,0,1758,1758,4848,1757,1372,2.86951e+006
rb1605,20160115,21:07:23,500,1758,1758,4849,1757,1378,2.86951e+006
rb1605,20160115,21:07:24,0,1758,1758,4853,1757,1379,2.86951e+006
rb1605,20160115,21:07:24,500,1757,1758,4789,1757,1379,2.86964e+006
rb1605,20160115,21:07:25,0,1757,1758,4813,1757,1409,2.86965e+006
rb1605,20160115,21:07:25,500,1758,1758,4757,1757,1424,2.86961e+006
rb1605,20160115,21:07:26,0,1758,1758,4755,1757,1431,2.86961e+006
rb1605,20160115,21:07:26,500,1757,1758,4755,1757,1446,2.86961e+006
rb1605,20160115,21:07:27,0,1757,1758,4760,1757,1445,2.86962e+006
